"survey","question","type","value","definition"
"Daily Diary ID 470","Question 8068","Response","6","Community Resource – recovery center, mutual aid meeting, drug courts, educational setting, recovery housing, treatment center, etc."
"Daily Diary ID 470","Question 8068","Response","7","Cultural/Spiritual/Faith-Based Institution"
"Daily Diary ID 470","Question 8068","Response","8","Another source of support"
"Daily Diary ID 470","Question 8068","Response","9","I did not receive assistance, support, or help in any of these areas today."
"Daily Diary ID 470","Question 8068","Multi Slider","49831",""
"Daily Diary ID 470","Question 8068","Multi Slider","49832",""
"Daily Diary ID 470","Question 8068","Multi Slider","49833",""
"Daily Diary ID 470","Question 8068","Multi Slider","49834",""
"Daily Diary ID 470","Question 8068","Multi Slider","49835",""
"Daily Diary ID 470","Question 8068","Multi Slider","49836",""
"Daily Diary ID 470","Question 8068","Multi Slider","49837",""
"Daily Diary ID 470","Question 8068","Multi Slider","49838",""
"Daily Diary ID 470","Question 8068","Multi Slider","49839",""
"Daily Diary ID 470","Question 8080","Response","-1","No Response"
"Daily Diary ID 470","Question 8080","Multi Slider","49908",""
"Daily Diary ID 470","Question 8088","Response","-1","No Response"
"Daily Diary ID 470","Question 8088","Multi Slider","49942",""
"Daily Diary ID 470","Question 8097","Response","100","Strongly agree"
"Daily Diary ID 470","Question 8097","Multi Slider","49968",""
"Daily Diary ID 470","Question 8097","Multi Slider","49969",""
"Daily Diary ID 470","Question 8103","Response","-1","No Response"
"Daily Diary ID 470","Question 8103","Multi Slider","49982",""
"Daily Diary ID 470","Question 8104","Response","100","VERY INTENSE"
"Daily Diary ID 470","Question 8104","Multi Slider","49983",""
"Daily Diary ID 470","Question 8104","Multi Slider","49984",""
"Daily Diary ID 470","Question 8074","Response","100","VERY"
"Daily Diary ID 470","Question 8074","Multi Slider","49871",""
"Daily Diary ID 470","Question 8074","Multi Slider","49872",""
"Daily Diary ID 470","Question 8089","Response","100","VERY"
"Daily Diary ID 470","Question 8089","Multi Slider","49943",""
"Daily Diary ID 470","Question 8089","Multi Slider","49944",""
"Daily Diary ID 470","Question 8119","Response","100","VERY"
"Daily Diary ID 470","Question 8119","Multi Slider","50053",""
"Daily Diary ID 470","Question 8119","Multi Slider","50054",""
"Daily Diary ID 470","Question 8069","Response","1","I did not spend any time at a Recovery Center today"
"Daily Diary ID 470","Question 8069","Response","2","1 – 30 minutes"
"Daily Diary ID 470","Question 8069","Response","3","30 – 60 minutes"
"Daily Diary ID 470","Question 8069","Response","4","1 – 2 hours"
"Daily Diary ID 470","Question 8069","Response","5","2 – 4 hours"
"Daily Diary ID 470","Question 8069","Response","6","4 – 6 hours"
"Daily Diary ID 470","Question 8069","Response","7","More than 6 hours"
"Daily Diary ID 470","Question 8069","Multi Slider","49840",""
"Daily Diary ID 470","Question 8069","Multi Slider","49841",""
"Daily Diary ID 470","Question 8069","Multi Slider","49842",""
"Daily Diary ID 470","Question 8069","Multi Slider","49843",""
"Daily Diary ID 470","Question 8069","Multi Slider","49844",""
"Daily Diary ID 470","Question 8069","Multi Slider","49845",""
"Daily Diary ID 470","Question 8069","Multi Slider","49846",""
"Daily Diary ID 470","Question 8081","Response","100","VERY"
"Daily Diary ID 470","Question 8081","Multi Slider","49909",""
"Daily Diary ID 470","Question 8081","Multi Slider","49910",""
"Daily Diary ID 470","Question 8112","Response","100","VERY"
"Daily Diary ID 470","Question 8112","Multi Slider","50033",""
"Daily Diary ID 470","Question 8112","Multi Slider","50034",""
"Daily Diary ID 470","Question 8105","Response","100","VERY INTENSE"
"Daily Diary ID 470","Question 8105","Multi Slider","49985",""
"Daily Diary ID 470","Question 8105","Multi Slider","49986",""
"Daily Diary ID 470","Question 8120","Response","100","VERY"
"Daily Diary ID 470","Question 8120","Multi Slider","50055",""
"Daily Diary ID 470","Question 8120","Multi Slider","50056",""
"Daily Diary ID 470","Question 8113","Response","100","VERY"
"Daily Diary ID 470","Question 8113","Multi Slider","50035",""
"Daily Diary ID 470","Question 8113","Multi Slider","50036",""
"Daily Diary ID 470","Question 8090","Response","100","VERY"
"Daily Diary ID 470","Question 8090","Multi Slider","49945",""
"Daily Diary ID 470","Question 8090","Multi Slider","49946",""
"Daily Diary ID 470","Question 8082","Response","100","VERY"
"Daily Diary ID 470","Question 8082","Multi Slider","49911",""
"Daily Diary ID 470","Question 8082","Multi Slider","49912",""
"Daily Diary ID 470","Question 8091","Response","1","Actually, I did go to one"
"Daily Diary ID 470","Question 8091","Response","2","Just too busy"
"Daily Diary ID 470","Question 8091","Response","3","I didn’t feel like it"
"Daily Diary ID 470","Question 8091","Response","4","I attend on a different day of the week"
"Daily Diary ID 470","Question 8091","Response","5","Transportation problems"
"Daily Diary ID 470","Question 8091","Response","6","I don’t go to meetings"
"Daily Diary ID 470","Question 8091","Response","7","Work conflicts"
"Daily Diary ID 470","Question 8091","Response","8","Caregiving responsibilities"
"Daily Diary ID 470","Question 8091","Multi Slider","49947",""
"Daily Diary ID 470","Question 8091","Multi Slider","49948",""
"Daily Diary ID 470","Question 8091","Multi Slider","49949",""
"Daily Diary ID 470","Question 8091","Multi Slider","49950",""
"Daily Diary ID 470","Question 8091","Multi Slider","49951",""
"Daily Diary ID 470","Question 8091","Multi Slider","49952",""
"Daily Diary ID 470","Question 8091","Multi Slider","49953",""
"Daily Diary ID 470","Question 8091","Multi Slider","49954",""
"Daily Diary ID 470","Question 8181","Response","1","Actually, I did go to one"
"Daily Diary ID 470","Question 8181","Response","2","Just too busy"
"Daily Diary ID 470","Question 8181","Response","3","I didn’t feel like it"
"Daily Diary ID 470","Question 8181","Response","4","I attend on a different day of the week"
"Daily Diary ID 470","Question 8181","Response","5","Transportation problems"
"Daily Diary ID 470","Question 8181","Response","6","I don’t go to meetings"
"Daily Diary ID 470","Question 8181","Response","7","Work conflicts"
"Daily Diary ID 470","Question 8181","Response","8","Caregiving responsibilities"
"Daily Diary ID 470","Question 8181","Response","9","Other"
"Daily Diary ID 470","Question 8181","Multi Slider","50357",""
"Daily Diary ID 470","Question 8181","Multi Slider","50358",""
"Daily Diary ID 470","Question 8181","Multi Slider","50359",""
"Daily Diary ID 470","Question 8181","Multi Slider","50360",""
"Daily Diary ID 470","Question 8181","Multi Slider","50361",""
"Daily Diary ID 470","Question 8181","Multi Slider","50362",""
"Daily Diary ID 470","Question 8181","Multi Slider","50363",""
"Daily Diary ID 470","Question 8181","Multi Slider","50364",""
"Daily Diary ID 470","Question 8181","Multi Slider","52564",""
"Daily Diary ID 470","Question 8075","Response","1","Yes"
"Daily Diary ID 470","Question 8075","Response","2","No"
"Daily Diary ID 470","Question 8075","Multi Slider","49873",""
"Daily Diary ID 470","Question 8075","Multi Slider","49874",""
"Daily Diary ID 470","Question 8106","Response","100","VERY"
"Daily Diary ID 470","Question 8106","Multi Slider","49987","LONELY?"
"Daily Diary ID 470","Question 8106","Multi Slider","49989","IRRITABLE?"
"Daily Diary ID 470","Question 8106","Multi Slider","49991","ANXIOUS?"
"Daily Diary ID 470","Question 8106","Multi Slider","49993","SAD?"
"Daily Diary ID 470","Question 8106","Multi Slider","49995","RELAXED?"
"Daily Diary ID 470","Question 8106","Multi Slider","49997","HAPPY?"
"Daily Diary ID 470","Question 8106","Multi Slider","49999","CALM?"
"Daily Diary ID 470","Question 8106","Multi Slider","50001","JOYFUL?"
"Daily Diary ID 470","Question 8106","Multi Slider","49988","LONELY?"
"Daily Diary ID 470","Question 8106","Multi Slider","49990","IRRITABLE?"
"Daily Diary ID 470","Question 8106","Multi Slider","49992","ANXIOUS?"
"Daily Diary ID 470","Question 8106","Multi Slider","49994","SAD?"
"Daily Diary ID 470","Question 8106","Multi Slider","49996","RELAXED?"
"Daily Diary ID 470","Question 8106","Multi Slider","49998","HAPPY?"
"Daily Diary ID 470","Question 8106","Multi Slider","50000","CALM?"
"Daily Diary ID 470","Question 8106","Multi Slider","50002","JOYFUL?"
"Daily Diary ID 470","Question 8092","Response","1","Extremely Difficult"
"Daily Diary ID 470","Question 8092","Response","2","Very difficult"
"Daily Diary ID 470","Question 8092","Response","3","Moderately Difficult"
"Daily Diary ID 470","Question 8092","Response","4","Slightly Difficult"
"Daily Diary ID 470","Question 8092","Response","5","Not at all Difficult"
"Daily Diary ID 470","Question 8092","Multi Slider","49955",""
"Daily Diary ID 470","Question 8092","Multi Slider","49956",""
"Daily Diary ID 470","Question 8092","Multi Slider","49957",""
"Daily Diary ID 470","Question 8092","Multi Slider","49958",""
"Daily Diary ID 470","Question 8092","Multi Slider","49959",""
"Daily Diary ID 470","Question 8093","Response","1","Yes"
"Daily Diary ID 470","Question 8093","Response","2","No"
"Daily Diary ID 470","Question 8093","Multi Slider","49960",""
"Daily Diary ID 470","Question 8093","Multi Slider","49961",""
"Daily Diary ID 470","Question 8099","Response","-1","No Response"
"Daily Diary ID 470","Question 8099","Multi Slider","49976",""
"Daily Diary ID 470","Question 8107","Response","-1","No Response"
"Daily Diary ID 470","Question 8107","Multi Slider","50003",""
"Daily Diary ID 470","Question 8122","Response","-1","%%"
"Daily Diary ID 470","Question 8122","Multi Slider","50058",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8184","Response","1","Yes"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8184","Response","2","No"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8184","Multi Slider","50428",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8184","Multi Slider","50429",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8652","Response","1","Yes"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8652","Response","2","No"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8652","Multi Slider","52612",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8652","Multi Slider","52613",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8185","Response","-1","No Response"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8185","Multi Slider","50430",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","1","Healthcare"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","2","Financial needs"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","3","Food"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","4","Shelter"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","5","Transportation"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","6","Other types of help to addresse your practical needs and physical wellbeing"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Response","7","I did not receive any assistance, support, or help in any of these areas today."
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50431",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50432",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50433",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50434",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50435",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50436",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8186","Multi Slider","50437",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","1","Certified Recovery Coach/specialist"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","2","Non-recovery friends and family"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","3","Recovering friends and family"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","4","My sponsor"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","5","Therapist/counselor"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","6","Community Resource – recovery center, mutual aid meeting, drug courts, educational setting, recovery housing, treatment center, etc"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","7","Cultural/Spiritual/Faith-Based Institution"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Response","8","Another source of support"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50438",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50439",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50440",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50441",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50442",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50443",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50444",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8187","Multi Slider","50445",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Response","1","Dealing with personal relationships"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Response","2","Finding meaning and purpose in life"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Response","3","Problem solving skills and tasks"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Response","4","Recovery support"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Response","5","Other interpersonal support not described above"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Response","6","I did not receive any assistance, support, or help today."
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Multi Slider","50446",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Multi Slider","50447",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Multi Slider","50448",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Multi Slider","50449",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Multi Slider","50450",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8188","Multi Slider","50451",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Response","1","Extremely Difficult"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Response","2","Very difficult"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Response","3","Moderately Difficult"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Response","4","Slightly Difficult"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Response","5","Not at all Difficult"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Multi Slider","50452",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Multi Slider","50453",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Multi Slider","50454",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Multi Slider","50455",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8189","Multi Slider","50456",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8190","Response","-1","No Response"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8190","Multi Slider","50457",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8191","Response","100","VERY FREQUENT"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8191","Multi Slider","50458",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8191","Multi Slider","50459",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8192","Response","100","VERY INTENSE"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8192","Multi Slider","50460",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8192","Multi Slider","50461",""
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8193","Response","100","Strongly agree"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8193","Multi Slider","50462","MEANINGFUL"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8193","Multi Slider","50464","GRATIFYING"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8193","Multi Slider","50463","MEANINGFUL"
"RG PRACTICE DAILY DIARY ITEMS ID 471","Question 8193","Multi Slider","50465","GRATIFYING"
